,CAMIS,DBA,PHONE,BORO,BUILDING,STREET,ZIPCODE,CUISINE DESCRIPTION,target
251,40370238,BURGER KING,7187794875,QUEENS,6815,NORTHERN BOULEVARD,11377,Hamburgers,1
252,40370342,GREENPOINT TAVERN,7183849539,BROOKLYN,188,BEDFORD AVENUE,11249,American,1
253,40370356,MCDONALD'S,7189483800,STATEN ISLAND,3267,RICHMOND AVENUE,10312,Hamburgers,0
254,40370436,ROSSINI'S,2126830135,MANHATTAN,108,EAST   38 STREET,10016,Italian,1
255,40370463,THREE GUY'S RESTAURANT,2126288108,MANHATTAN,960,MADISON AVENUE,10021,American,0
256,40370497,VIVOLO,2127373533,MANHATTAN,138140,EAST   74 STREET,10021,Italian,0
257,40370507,THE PLAYERS CLUB,2124756116,MANHATTAN,16,GRAMERCY PARK SOUTH,10003,American,1
258,40370638,TJK CAFE & RESTAURANT,7186311564,QUEENS,24904,HORACE HARDING BOULEVARD,11362,American,0
259,40370759,CAFE ESPANOL,2125050657,MANHATTAN,172,BLEECKER STREET,10012,Spanish,1
260,40370766,SMITH & WOLLENSKY,2127531530,MANHATTAN,201,EAST 49th STREET,10017,American,0
261,40370781,MCDONALD'S,7187466063,QUEENS,16011,WILLETS POINT BOULEVARD,11357,Hamburgers,0
262,40370856,OLIVE TREE CAFE & COMEDY CELLAR,2122543480,MANHATTAN,117,MAC DOUGAL STREET,10012,American,0
263,40370910,PERKINS RESTAURANT & BAKERY,7187208888,STATEN ISLAND,1745,FOREST AVENUE,10303,American,0
264,40370916,BURGER KING,7183476880,QUEENS,25810,HILLSIDE AVENUE,11004,Hamburgers,0
265,40370917,BURGER KING,7184985574,BROOKLYN,9006,CHURCH AVENUE,11236,Hamburgers,1
266,40370939,MANDUCATIS,7187294602,QUEENS,1327,JACKSON AVENUE,11101,Italian,1
267,40370994,MAMA LUCIA,7184349858,BROOKLYN,1701,FOSTER AVENUE,11230,Italian,0
268,40371281,COLISEUM BAR RESTAURANT,2129773523,MANHATTAN,312,WEST   58 STREET,10019,American,1
269,40371454,WEST BANK CAFE,2126956909,MANHATTAN,407,WEST   42 STREET,10036,American,1
270,40371614,LA BARAKA RESTAURANT,7184281461,QUEENS,25509,NORTHERN BOULEVARD,11362,French,0
271,40371684,DAIRY LUNCHEONETTE,7188518696,BROOKLYN,4801,16 AVENUE,11204,Jewish/Kosher,0
272,40371718,ZAFI'S LUNCHEONETTE,2125332415,MANHATTAN,500,GRAND STREET,10002,American,0
273,40371727,LA PALINA RESTAURANT,7182369764,BROOKLYN,159,AVENUE O,11204,Italian,1
274,40371805,TY'S,2127419641,MANHATTAN,114,CHRISTOPHER STREET,10014,American,0
275,40371807,AUNT BELLA'S REST OF LITTLE NECK,7182254700,QUEENS,4619,MARATHON PARKWAY,11362,Italian,1
276,40371906,MARINER INN,7183768058,BROOKLYN,3501,AVENUE S,11234,American,0
277,40371988,NORTH SHORE DINER,7182258000,QUEENS,19652,NORTHERN BLVD,11358,American,0
278,40372112,GREEN HOUSE CAFE,7188338200,BROOKLYN,7717,THIRD AVENUE,11209,American,0
279,40372196,MCDONALD'S,7188281430,BRONX,3660,EAST TREMONT AVENUE,10465,Hamburgers,0
280,40372262,LA RIPAILLE RESTAURANT,2122554406,MANHATTAN,605,HUDSON STREET,10014,French,1
281,40372357,MARINA CAFE,7189673077,STATEN ISLAND,154,MANSION AVE,10308,Italian,0
282,40372417,DON FILIPPO RESTAURANT,2127443610,MANHATTAN,1133,LEXINGTON AVENUE,10075,Italian,0
283,40372422,BURGER KING,7185750116,QUEENS,9283,QUEENS BOULEVARD,11374,Hamburgers,0
284,40372426,DAZIES RESTAURANT,7187867013,QUEENS,3941,QUEENS BOULEVARD,11104,Italian,0
285,40372445,OMONIA CAFE,7182746650,QUEENS,3220,BROADWAY,11106,Greek,0
286,40372466,MURALS ON 54/RANDOLPHS'S,2122477000,MANHATTAN,65,WEST   54 STREET,10019,American,1
287,40372485,VETERANS OF FOREIGN WARS POST #107 CANTEEN,7187696094,BROOKLYN,2414,GERRITSEN AVENUE,11229,American,0
288,40372596,TROPICAL HOUSE BAKING CO.,7187739523,BROOKLYN,267,SCHENECTADY AVENUE,11213,Bakery,0
289,40372618,BURGER KING,7185275044,QUEENS,15405,ROCKAWAY BOULEVARD,11434,Hamburgers,0
290,40372631,YANKEE JZ PIZZA,7183284349,BRONX,1599,WESTCHESTER AVENUE,10472,Pizza,1
291,40372694,CLINTON RESTAURANT,7187464800,QUEENS,917,CLINTONVILLE STREET,11357,Italian,0
292,40372971,RACQUET & TENNIS CLUB,2127539700,MANHATTAN,370,PARK AVENUE,10022,American,1
293,40373113,ASTRO RESTAURANT,2124896284,MANHATTAN,101,WEST   55 STREET,10019,American,0
294,40373118,GOLDEN DOVE DINER,7189671900,STATEN ISLAND,3281,RICHMOND AVENUE,10312,American,1
295,40373160,KORNER PIZZERIA,7188533755,BROOKLYN,226,CHURCH AVENUE,11218,Pizza/Italian,0
296,40373272,HENRY'S END,7188341776,BROOKLYN,44,HENRY STREET,11201,American,0
297,40373318,SOUEN RESTAURANT,2128077421,MANHATTAN,210,6 AVENUE,10014,Japanese,0
298,40373462,VILLA BERULIA,2126891970,MANHATTAN,107,EAST   34 STREET,10016,Italian,0
299,40373500,VICTOR'S CAFE,2125867714,MANHATTAN,236,WEST   52 STREET,10019,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",0
300,40373597,PETES PIZZERIA & RESTAURANT,7187455442,BROOKLYN,7522,3 AVENUE,11209,Pizza/Italian,0
301,40373656,KEENS STEAKHOUSE,2129473636,MANHATTAN,72,WEST 36th STREET,10018,Steak,0
302,40373669,BAR 515,2125323300,MANHATTAN,515,3 AVENUE,10016,American,0
303,40373794,READY PENNY INN,7188997208,QUEENS,3707,73 STREET,11372,Irish,0
304,40373888,IL MULINO,2126733783,MANHATTAN,86,WEST    3 STREET,10012,Italian,1
305,40373889,FELIDIA RESTAURANT,2127581479,MANHATTAN,243,EAST   58 STREET,10022,Italian,0
306,40373909,MCDONALD'S,7184510834,BROOKLYN,5804,CLARENDON ROAD,11203,Hamburgers,1
307,40373912,THE MALT HOUSE,2122287701,MANHATTAN,206,THOMPSON STREET,10012,American,0
308,40373937,SHUN LEE,2125958895,MANHATTAN,37,WEST   65 STREET,10023,Chinese,1
309,40373938,IHOP,7185494565,BRONX,5655,BROADWAY,10463,American,0
310,40374088,PONGSRI THAI RESTAURANT,2125823392,MANHATTAN,244,WEST   48 STREET,10036,Thai,1
311,40374131,PRIMAVERA PIZZA & PASTA,2127532772,MANHATTAN,1005,2 AVENUE,10022,Pizza/Italian,1
312,40374136,TONY'S PIER RESTAURANT,7188851424,BRONX,1,CITY ISLAND AVE,10464,Seafood,0
313,40374192,ELIO'S,2127722242,MANHATTAN,1621,SECOND AVENUE,10028,Italian,1
314,40374266,KASTELI II,2122390090,MANHATTAN,372,8 AVENUE,10001,Irish,1
315,40374277,MOLLY WEE PUB,2129672627,MANHATTAN,402,8 AVENUE,10001,Irish,1
316,40374395,EL CARIBE,7185311200,BROOKLYN,5945,STRICKLAND AVE,11234,Italian,0
317,40374415,OMEN JAPANESE CUISINE,2129258923,MANHATTAN,113,THOMPSON STREET,10012,Japanese,1
318,40374460,MCDONALD'S,7182634295,QUEENS,7269,KISSENA BOULEVARD,11367,Hamburgers,0
319,40374507,MCDONALD'S,7188522626,BROOKLYN,82,COURT STREET,11201,Hamburgers,1
320,40374711,ROSIE O'GRADY RESTAURANT,2125822975,MANHATTAN,800,7 AVENUE,10019,Irish,0
321,40374814,EUROPA BAR,7182971128,QUEENS,9402,SUTPHIN BOULEVARD,11435,American,0
322,40374834,CASA BELLA,2124314080,MANHATTAN,127,MULBERRY STREET,10013,Italian,0
323,40374974,CHEZ NAPOLEAN,2122656980,MANHATTAN,365,WEST   50 STREET,10019,French,0
324,40375108,TURKEY'S NEST TAVERN,7183849774,BROOKLYN,94,BEDFORD AVENUE,11249,American,0
325,40375286,LA VILLA DE PIZZA & RESTAURANT,7186418259,QUEENS,8207,153 AVENUE,11414,Pizza,1
326,40375369,OZONE PIZZERIA,7188459555,QUEENS,9615,LIBERTY AVENUE,11417,Pizza/Italian,0
327,40375376,AGRA RESTAURANT,2123088281,MANHATTAN,807,LEXINGTON AVENUE,10065,Indian,1
328,40375521,LINDY'S,2127678343,MANHATTAN,825,7 AVENUE,10019,American,0
329,40375616,ARTURO'S,2125354480,MANHATTAN,1617,YORK AVENUE,10028,Italian,1
330,40375634,PARIS BLUES,2122229878,MANHATTAN,2021,7 AVENUE,10027,American,1
331,40375699,GENE'S RESTURANT,2126752048,MANHATTAN,73,WEST   11 STREET,10011,Italian,0
332,40375819,MARIA RISTORANTE,7186466665,BROOKLYN,3073,EMMONS AVENUE,11235,Italian,1
333,40375839,COZY SOUP & BURGER,2124775566,MANHATTAN,739,BROADWAY,10003,American,0
334,40375929,VILLA FIORITA,7188377950,BROOKLYN,7720,18 AVENUE,11214,Italian,0
335,40376029,MOMS LUNCHEONETTE,7187389553,QUEENS,10102,103 AVENUE,11417,American,0
336,40376039,TEVERE 84,2127440210,MANHATTAN,155,EAST   84 STREET,10028,Jewish/Kosher,0
337,40376077,FONTANA FAMOUS PIZZA & GYRO,7186310147,QUEENS,20002,NORTHERN BOULEVARD,11361,Greek,0
338,40376142,LUSARDI'S RESTAURANT,2122492020,MANHATTAN,1494,SECOND AVENUE,10075,Italian,0
339,40376204,PORTOFINO,7182611239,QUEENS,10932,ASCAN AVENUE,11375,Italian,1
340,40376290,KING'S ARMS RESTAURANT,7184480326,STATEN ISLAND,500,FOREST AVENUE,10310,American,1
341,40376352,BLUE NOTE JAZZ,2124750049,MANHATTAN,131,WEST    3 STREET,10012,American,1
342,40376493,THE WATER CLUB,2126833333,MANHATTAN,500,EAST   30 STREET,10016,Seafood,0
343,40376495,MARCO POLO RISTORANTE,7188525015,BROOKLYN,345,COURT STREET,11231,Italian,0
344,40376496,MANHATTAN MONSTER,2129243557,MANHATTAN,80,GROVE STREET,10014,American,0
345,40376583,WAR MEMORIAL ICE SKATING RINK,9179214213,STATEN ISLAND,0,MEMORIAL ICE SKATING,10314,American,0
346,40376635,TRIPOLI RESTAURANT/SWALLOW CAFE,7185965800,BROOKLYN,156,ATLANTIC AVENUE,11201,Mediterranean,0
347,40376718,PJ BERNSTEIN DELI & RESTAURANT,2128790914,MANHATTAN,1215,THIRD AVENUE,10021,Delicatessen,1
348,40376735,PJ CARNEY'S,2126640056,MANHATTAN,906,7 AVENUE,10019,Irish,0
349,40376944,TOMOE SUSHI,2127779346,MANHATTAN,172,THOMPSON STREET,10012,Japanese,1
350,40377124,JP'S WATERSIDE RESTAURANT,7188853364,BRONX,703,MINNIEFORD AVE,10464,Seafood,1
351,40377243,JOHN & JOE PIZZERIA & RESTAURANT,7184099776,BRONX,749,LYDIG AVENUE,10462,Pizza/Italian,0
352,40377262,SUNSET PIZZERIA,7183565918,STATEN ISLAND,645,ROSSVILLE AVENUE,10309,Pizza/Italian,1
353,40377294,MCDONALD'S,7184970722,QUEENS,7002,COOPER AVENUE,11385,Hamburgers,1
354,40377325,JACKSON HOLE,2126793264,MANHATTAN,521,THIRD AVENUE,10016,American,1
355,40377385,NAPOLI PIZZA,7183801172,QUEENS,16402,69 AVENUE,11365,Italian,0
356,40377506,VESUVIO RESTAURANT & PIZZA,7187450222,BROOKLYN,7303,3 AVENUE,11209,Pizza/Italian,1
357,40377560,WESTERN BAKERY,7185253201,QUEENS,22813,MERRICK BOULEVARD,11413,Caribbean,0
358,40377630,JOHNS CAFE & RESTURANT,2128674955,MANHATTAN,823,SECOND AVENUE,10017,American,0
359,40377789,CAFE LUXEMBOURG,2128737411,MANHATTAN,200,WEST   70 STREET,10023,French,0
360,40378035,"DUNKIN' DONUTS, BASKIN ROBBINS",7183584031,QUEENS,15367,HORACE HARDING EXPRESSWAY,11367,Donuts,0
361,40378136,BROADWAY RESTAURANT,2128657074,MANHATTAN,2664,BROADWAY,10025,American,1
362,40378190,NARITA JAPANESE RESTAURANT,7182632999,QUEENS,10708,70 ROAD,11375,Japanese,0
363,40378212,CUCHIFRITO,2128764846,MANHATTAN,168,EAST  116 STREET,10029,Mexican,1
364,40378328,RED ROSE,7186250963,BROOKLYN,315,SMITH STREET,11231,Italian,1
365,40378347,TONY'S PIZZA,7185420586,BRONX,1014,LONGWOOD AVENUE,10459,American,1
366,40378534,PORT O' CALLS,7188469717,QUEENS,9310,WOODHAVEN BOULEVARD,11421,American,0
367,40378571,IL CANTINORI RESTAURAUNT,2126736044,MANHATTAN,32,EAST   10 STREET,10003,Italian,0
368,40378579,ANDREWS COFFEE SHOP,2126951962,MANHATTAN,463,7 AVENUE,10018,American,0
369,40378585,MIKE'S PUB,7182969682,QUEENS,7919,JAMAICA AVENUE,11421,American,1
370,40378719,THE CLUBHOUSE,7188218338,QUEENS,6121,FRESH POND ROAD,11379,American,0
371,40378774,FAME DINER,7184784674,QUEENS,6967,GRAND AVENUE,11378,American,1
372,40378796,KNIGHTS OF BARON DEKALB,7187436626,BROOKLYN,3000,EMMONS AVENUE,11235,American,1
373,40378822,WEST CORK-UNION HALL,7184422133,STATEN ISLAND,502,HENDERSON AVE,10310,American,0
374,40378827,KOSHER HUT OF BROOKLYN,7183768996,BROOKLYN,709,KINGS HIGHWAY,11223,Jewish/Kosher,1
375,40378874,TERRA BLUES,2127777776,MANHATTAN,149,BLEEKER STREET,10012,American,0
376,40379026,FLAMINGO,7186061633,QUEENS,8512,ROOSEVELT AVENUE,11372,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",0
377,40379149,MONTE'S,2122289194,MANHATTAN,97,MACDOUGAL STREET,10012,Italian,0
378,40379304,GOTHAM BAR & GRILL,2126204026,MANHATTAN,12,EAST   12 STREET,10003,American,0
379,40379355,MCALEER'S PUB,2123627867,MANHATTAN,425,AMSTERDAM AVENUE,10024,Irish,1
380,40379566,LONDON LENNIES,7188948084,QUEENS,6388,WOODHAVEN BOULEVARD,11374,Seafood,0
381,40379573,DUNKIN' DONUTS,7183248842,BRONX,4090,BOSTON POST ROAD,10475,Donuts,0
382,40379580,COOPER TOWN DINER,2126779287,MANHATTAN,339,1 AVENUE,10003,American,1
383,40379620,DELMONICO'S KITCHEN,2126955220,MANHATTAN,207,WEST   36 STREET,10018,American,1
384,40379628,HASAKI RESTAURANT,2124733327,MANHATTAN,210,EAST 9 TH STREET,10003,Japanese,0
385,40379662,MEZZALUNA,2125359600,MANHATTAN,1295,THIRD AVENUE,10021,Italian,0
386,40379746,RESTUARANT NIPPON,2126885941,MANHATTAN,155,EAST   52 STREET,10022,Japanese,0
387,40379890,O'HARA'S,2122673032,MANHATTAN,120,CEDAR STREET,10006,American,1
388,40379894,AQUEDUCT NORTH,7183241497,BRONX,4277,KATONAH AVE,10470,Irish,1
389,40379897,MCDONALD'S,2129218900,MANHATTAN,1560,BROADWAY,10036,Hamburgers,1
390,40379920,E.A.T. CAFE,2127720022,MANHATTAN,1064,MADISON AVENUE,10028,American,0
391,40379994,YANKEE CLIPPER,7184768859,QUEENS,0,LAGUARDIA AIRPORT BLDG,11371,American,0
392,40380044,REX MANOR,7188543232,BROOKLYN,1100,60 STREET,11219,Continental,0
393,40380164,CUCHIFRITOS,7183674500,BRONX,158,E. 188 TH ST,10468,Spanish,1
394,40380182,CLUB 101,2128180263,MANHATTAN,101,PARK AVENUE,10013,American,0
395,40380253,RIVERDALE DINER,7188846050,BRONX,3657,KINGSBRIDGE AVENUE,10463,American,1
396,40380422,CARLOS PIZZA,7188947915,QUEENS,7402,METROPOLITAN AVENUE,11379,Pizza,0
397,40380432,THE BITTER END,2126737030,MANHATTAN,147,BLEECKER STREET,10012,American,0
398,40380457,ARRIBA ARRIBA,2124890810,MANHATTAN,762,9 AVENUE,10019,Mexican,0
399,40380464,GEIDO RESTAURANT,7186388866,BROOKLYN,331,FLATBUSH AVENUE,11217,Japanese,1
400,40380517,BARNEY GREENGRASS,2127244707,MANHATTAN,541,AMSTERDAM AVENUE,10024,Jewish/Kosher,0
401,40380520,ANNAM BRAHAM RESTAURANT,7185232600,QUEENS,8443,164 STREET,11432,Indian,1
402,40380559,SUPERNOVA-NOVOTEL HOTEL,2123150100,MANHATTAN,226,WEST 52 ND STREET,10019,American,1
403,40380592,MONTERO BAR & GRILL,6467294129,BROOKLYN,73,ATLANTIC AVENUE,11201,American,1
404,40380628,PISA PIZZERIA,7183816368,QUEENS,6568,MYRTLE AVENUE,11385,Pizza/Italian,0
405,40380648,PORTO BELLO RESTAURANT,2124737794,MANHATTAN,208,THOMPSON STREET,10012,Italian,1
406,40380657,PETE'S CLAM STOP,7183720302,BROOKLYN,1320,SURF AVENUE,11224,American,0
407,40380660,BURRITO LOCO,2126751977,MANHATTAN,166,WEST    4 STREET,10014,Tex-Mex,0
408,40380826,FIT CAFETERIA (BUILDING A ) (8th ave),2122175770,MANHATTAN,227,WEST   27 STREET,10001,American,0
409,40380996,SMILING PIZZA,7187882137,BROOKLYN,323,7 AVENUE,11215,Pizza,0
410,40381083,RIVERHEAD GENTLEMEN'S CLUB,7183927664,QUEENS,4508,VERNON BOULEVARD,11101,American,0
411,40381210,SYMPOSIUM GREEK RESTAURANT,2128651011,MANHATTAN,544,WEST  113 STREET,10025,Greek,1
412,40381344,NINA'S RESTAURANT PIZZERIA,7183898854,BROOKLYN,635,MEEKER AVE,11222,Pizza/Italian,0
413,40381420,VILLAGE YOKOCHO,2125983041,MANHATTAN,6,STUYVESANT STREET,10003,Japanese,0
414,40381551,CLARK'S RESTAURANT,7188555484,BROOKLYN,80,CLARK STREET,11201,American,0
415,40381595,PIETROS,2126829760,MANHATTAN,232,EAST   43 STREET,10017,Italian,1
416,40381720,MISS LILY'S 7A,2128121482,MANHATTAN,109,AVENUE A,10009,Caribbean,0
417,40381752,NOHO STAR RESTAURANT,2129250070,MANHATTAN,330,LAFAYETTE STREET,10012,American,0
418,40381797,ROSA MEXICANO,2127537407,MANHATTAN,1063,FIRST AVENUE,10022,Mexican,0
419,40381811,DUFFY'S,7184479276,STATEN ISLAND,650,FOREST AVENUE,10310,American,1
420,40382052,LATOURETTE GOLF COURSE,7183511889,STATEN ISLAND,1001,RICHMOND HILL ROAD,10306,American,0
421,40382057,DYKER BEACH GOLF (GRILL ROOM),7188369722,BROOKLYN,1020,86th Street,11228,American,1
422,40382302,SANTA FE GRILL & BAR,7186360279,BROOKLYN,62,7 AVENUE,11217,Tex-Mex,0
423,40382367,SIDEWALK BAR & RESTAURANT,2124737373,MANHATTAN,94,AVENUE A,10009,American,1
424,40382395,COOGAN'S,2129281234,MANHATTAN,4015,BROADWAY,10032,American,0
425,40382455,CAFFE VIVALDI,2126917538,MANHATTAN,32,JONES STREET,10014,Caf̩/Coffee/Tea,0
426,40382652,TOMMY'S PIZZA,7188292828,BRONX,4033,EAST TREMONT AVENUE,10465,Pizza,0
427,40382802,PARNELL'S PUB,2127531761,MANHATTAN,350,EAST   53 STREET,10022,Irish,1
428,40382876,LA FE RESTAURANT,7187880139,BROOKLYN,941,4 AVENUE,11232,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1
429,40382877,OCEAN DRAGON RESTAURANT,2122457210,MANHATTAN,877,10 AVENUE,10019,Chinese,1
430,40383003,COBBLESTONE PUB,7182639754,QUEENS,11718,QUEENS BOULEVARD,11375,American,0
431,40383009,CHA CHA'S BACKYARD GARDEN BAR & CAFE,2124319755,MANHATTAN,113,MULBERRY STREET,10013,Italian,1
432,40383033,O'SULLIVAN'S PUB,7187459619,BROOKLYN,8902,3 AVENUE,11209,American,1
433,40383044,PIZZA WAGON,7188365725,BROOKLYN,8606,5 AVENUE,11209,Pizza,0
434,40383067,RUSSIAN TURKISH BATHS,2125450665,MANHATTAN,268,EAST   10 STREET,10009,Russian,1
435,40383090,TORTILLA FLATS,2122431053,MANHATTAN,767,WASHINGTON STREET,10014,Tex-Mex,0
436,40383147,IL TOSCANO RISTORANTE,7186310300,QUEENS,4205,235 STREET,11363,Italian,0
437,40383281,GABY'S PIZZA,7187409716,QUEENS,20423,HILLSIDE AVENUE,11423,Pizza,1
438,40383284,VERDI RESTAURANT,7187466000,QUEENS,14958,CROSS ISLAND PARKWAY,11357,Italian,0
439,40383354,THE CORNELIA STREET CAFE,2129899319,MANHATTAN,29,CORNELIA STREET,10014,American,1
440,40383464,LE BERNARDIN,2125541515,MANHATTAN,155,W 51ST ST,10019,French,0
441,40383496,THE GROTTO,2128096991,MANHATTAN,69,NEW STREET,10004,Pizza,0
442,40383506,TONY'S PIZZERIA,7188040966,BROOKLYN,1412,ST JOHNS PLACE,11213,Pizza/Italian,1
443,40383511,BRANDY'S PIANO BAR,2127444949,MANHATTAN,235,EAST   84 STREET,10028,American,1
444,40383609,REAL MADRID RESTAURANT,7184477885,STATEN ISLAND,2073,FOREST AVENUE,10303,Spanish,1
445,40383737,CANLON'S RESTAURANT,7186673013,STATEN ISLAND,1825,NORTH RAILROAD AVENUE,10306,Italian,1
446,40383763,COUSIN JOHN'S CAFE AND BAKERY,7186227333,BROOKLYN,70,7 AVENUE,11217,Bakery,0
447,40383825,RUSSIAN SAMOVAR,2127570168,MANHATTAN,256,WEST   52 STREET,10019,Russian,1
448,40383931,FLASH DANCERS,2123155107,MANHATTAN,1674,BROADWAY,10019,American,0
449,40383945,PIZZA D'ORO,7186988873,STATEN ISLAND,3115,VICTORY BOULEVARD,10314,Pizza,0
450,40384036,MCDONALD'S,7182723362,BROOKLYN,819,PENNSYLVANIA AVENUE,11207,Hamburgers,0
451,40384115,PHIL & SONS RESTAURANT & PIZZERIA,7189610263,QUEENS,5729,MAIN STREET,11355,Pizza/Italian,0
452,40384188,LA MELA RESTAURANT,2124319493,MANHATTAN,167,MULBERRY STREET,10013,Italian,0
453,40384222,PJ MORANS,2127536440,MANHATTAN,3,EAST   48 STREET,10017,Irish,1
454,40384323,OMEGA COFFEE SHOP,7183523925,QUEENS,20007,32 AVENUE,11361,Caf̩/Coffee/Tea,0
455,40384340,FRIEND OF A FARMER,2124772188,MANHATTAN,77,IRVING PLACE,10003,American,1
456,40384441,SANCHO'S RESTAURANT,7187480770,BROOKLYN,7410,3 AVENUE,11209,Spanish,0
457,40384458,DREAM PIZZA,7189431599,QUEENS,3767,JUNCTION BOULEVARD,11368,Pizza,1
458,40384507,IRENE'S PLACE,3476804210,BROOKLYN,623,MANHATTAN AVENUE,11222,Polish,0
459,40384525,KANES DELI DINER,7184635787,QUEENS,4415,COLLEGE POINT BOULEVARD,11355,American,0
460,40384528,VESELKA RESTAURANT,2122289682,MANHATTAN,144,SECOND AVENUE,10003,Polish,0
461,40384575,WHITE CASTLE,7182721664,BROOKLYN,900,PENNSYLVANIA AVENUE,11207,Hamburgers,0
462,40384662,J & R PIZZA,7189986627,BROOKLYN,1916,KINGS HIGHWAY,11229,Pizza,1
463,40384671,CHEZ JOSEPHINE,2125941925,MANHATTAN,414,WEST   42 STREET,10036,French,0
464,40384757,MISHIMA RESTAURANT,2125329596,MANHATTAN,164,LEXINGTON AVENUE,10016,Japanese,1
465,40384820,"DUNKIN' DONUTS, BASKIN ROBBINS",7184709245,QUEENS,25420,HILLSIDE AVENUE,11004,Donuts,0
466,40384920,VICTORY SWEET SHOP,7182742087,QUEENS,2169,STEINWAY STREET,11105,Bakery,0
467,40385057,CAPPUCCINO CAFE,7182388700,BROOKLYN,7721,3 AVENUE,11209,American,0
468,40385157,PANGEA RESTAURANT,2129950900,MANHATTAN,178,2 AVENUE,10003,Mediterranean,0
469,40385161,AUTOMATIC SLIMS,2126458660,MANHATTAN,733,WASHINGTON STREET,10014,American,0
470,40385461,CLOISTER CAFE,2127779128,MANHATTAN,238,EAST    9 STREET,10003,American,0
471,40385515,JIMBO'S HAMBURGER PLACE,2123556120,MANHATTAN,991,FIRST AVENUE,10022,American,0
472,40385555,200 FIFTH AVENUE RESTAURANT & SPORTS BAR,7186382925,BROOKLYN,200,5 AVENUE,11217,American,1
473,40385575,VA BENE,2125174448,MANHATTAN,1589,SECOND AVENUE,10028,Jewish/Kosher,1
474,40385580,LATTANZI,2123150980,MANHATTAN,361,WEST   46 STREET,10036,Italian,0
475,40385584,PIZZA GARDEN,7184615151,QUEENS,17101,NORTHERN BOULEVARD,11358,Pizza,0
476,40385587,ISLAND,2129961200,MANHATTAN,1305,MADISON AVENUE,10128,Seafood,0
477,40385606,SUSHIDEN,2127582700,MANHATTAN,19,EAST   49 STREET,10017,Japanese,0
478,40385680,EASTWOOD MANOR,7186544200,BRONX,3371,EASTCHESTER ROAD,10469,American,1
479,40385693,SALUMERIA BEILLESE/ BIRICCHINO REST,2127367376,MANHATTAN,378,8 AVENUE,10001,Italian,0
480,40385767,ACADEMY RESTAURAUNT,7182379326,BROOKLYN,69,LAFAYETTE AVENUE,11217,American,0
481,40385774,PARK PLAZA RESTAURANT,7185965900,BROOKLYN,220,CADMAN PLAZA WEST,11201,American,1
482,40385852,SAM'S PLACE,2125996360,MANHATTAN,132,EAST   39 STREET,10016,Italian,1
483,40385873,RAY'S PIZZA,2129749381,MANHATTAN,829-831,7 AVENUE,10019,Pizza,0
484,40385885,HUNTER'S STEAK & ALE HOUSE,7182388899,BROOKLYN,9404,FOURTH AVENUE,11209,Steak,0
485,40385955,LJUBO'S PIZZERIA,7188630874,BRONX,15,WESTCHESTER SQUARE,10461,Pizza/Italian,0
486,40385974,DAKOTA DINER,7189839286,STATEN ISLAND,921,RICHMOND AVENUE,10314,American,1
487,40386001,PRIMOLA RESTAURANT,2127581775,MANHATTAN,1226,SECOND AVENUE,10065,Italian,1
488,40386058,ARIRANG HIBACHI STEAK HOUSE,7189669600,STATEN ISLAND,23,NELSON AVENUE,10308,Japanese,0
489,40386067,COUNTRY DONUTS,7183560884,STATEN ISLAND,4357,AMBOY ROAD,10312,Donuts,1
490,40386147,JACKS ALE HOUSE,7187849090,QUEENS,3946,SKILLMAN AVENUE,11104,American,1
491,40386278,VENICE PIZZA,7188285664,BRONX,1539,UNIONPORT ROAD,10462,Pizza,0
492,40386303,PIZZA PLUS,7187685327,BROOKLYN,359,SEVENTH AVENUE,11215,Pizza,0
493,40386340,NILES RESTAURANT,2126290210,MANHATTAN,371,7 AVENUE,10001,American,1
494,40386425,Tasty's,7184560954,QUEENS,5802,MYRTLE AVENUE,11385,American,1
495,40386428,OAKLAND CAFETERIA/QUEENSBOROUGH COMMUNITY COLLEGE,7182815221,QUEENS,22205,56 AVENUE,11364,American,0
496,40386429,Q.B.COMM.COLLEGE-MAIN KITCHEN/TIGER BITES SECTION,7182815207,QUEENS,22205,56 AVENUE,11364,American,1
497,40386508,NEW YORK UNIVERSITY - LAW SCHOOL,2129986498,MANHATTAN,110,WEST THIRD STREET,10012,American,1
498,40386528,ERIN'S ISLE,7187468456,QUEENS,15403,CROSS ISLAND PARKWAY,11357,Italian,0
499,40386556,WESTSIDE RESTAURANT,2127244000,MANHATTAN,2020,BROADWAY,10023,American,0
500,40386569,SAL AND CARMINE PIZZA,2126637651,MANHATTAN,2671,BROADWAY,10025,Pizza,0
501,40386570,CUBBYHOLE,2122439041,MANHATTAN,281,WEST   12 STREET,10014,American,1
502,40386612,WHITE CASTLE,7182247333,QUEENS,21317,NORTHERN BOULEVARD,11361,Hamburgers,0
503,40386619,PERIYALI,2129894953,MANHATTAN,35,WEST   20 STREET,10011,Greek,0
504,40386646,CLUB METROPOLITAN,2122627066,MANHATTAN,146,WEST   57 STREET,10019,American,0
505,40386672,FRANK'S SOUP BOWL,7185199277,BRONX,3580,BRONXWOOD AVENUE,10469,Caribbean,0
506,40386675,COPPER KETTLE,7183357596,QUEENS,5024,SKILLMAN AVENUE,11377,American,1
